"Probe_Set_ID"	"AT_number"	"Description"	"CO2_pvalue"	"Dev_pvalue"	"CO2byDev_pvalue"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"	"Kmeans_cluster"	"mapman_bin"
"262613_at"	"At1g13960"	"RNA.regulation of transcription.WRKY domain transcription factor family"	0.4515	9.999e-05	0.4817	15.6067893628016	-4.03360070857993	3.80170690450561	4	"27.3.32"
"262617_at"	"At1g06590"	"not assigned.unknown"	0.1866	9.999e-05	0.5035	-6.82913861239347	0.599158566661826	-13.7120390455531	7	"35.2"
"262618_at"	"At1g06560"	"not assigned.no ontology"	0.1326	9.999e-05	0.1318	7.47519040124734	-24.6693576683879	-9.80067847885628	7	"35.1"
"262619_at"	"At1g06550"	"amino acid metabolism.degradation.aromatic aa.tryptophan"	0.1457	9.999e-05	0.5515	-4.3530381067814	-9.05168456328223	-23.0656133629649	5	"13.2.6.3"
"262621_at"	"At1g06530"	"cell.organisation"	0.3038	0.0488	0.386	6.58770475629446	-3.22965703139386	7.17550065699825	5	"31.1"
"262622_at"	"At1g06510"	"not assigned.unknown"	0.5604	0.0037	0.2468	8.70064562658381	-4.3368607399733	-12.6837426674001	4	"35.2"
"262624_at"	"At1g06450"	"RNA.processing.ribonucleases"	0.5995	9.999e-05	0.2649	12.5191241095239	-18.937438595907	-3.10654066832956	7	"27.1.19"
"262626_at"	"At1g06430"	"protein.degradation.metalloprotease"	0.773	9.999e-05	0.6637	-3.84978086541201	6.3173657964786	-7.24605673351262	4	"29.5.7"
"262629_at"	"At1g06460"	"stress.abiotic.heat"	0.242	9.999e-05	0.5673	-10.0366176487738	2.20127185429966	-12.1055996957484	4	"20.2.1"
"262631_at"	"At1g06500"	"not assigned.unknown"	0.9069	9.999e-05	0.2114	-9.53260899894419	8.67057122780079	0.279821888258815	7	"35.2"
"262632_at"	"At1g06680"	"PS.lightreaction.photosystem II.PSII polypeptide subunits"	0.2674	9.999e-05	0.4359	1.96520720024798	-5.64453954857669	-6.17260318795868	4	"1.1.1.2"
"262633_at"	"At1g06630"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.6155	0.0047	0.4036	1.08931730379803	-3.38219649673154	7.32073040696642	3	"29.5.11.4.3.2"
"262634_at"	"At1g06690"	"minor CHO metabolism.others"	0.0732	9.999e-05	0.5656	-2.17591863000027	-13.9428856315669	-11.732968620695	4	"3.5"
"262635_at"	"At1g06570"	"secondary metabolism.isoprenoids.tocopherol biosynthesis.hydroxyphenylpyruvate dioxygenase"	0.4809	9.999e-05	0.9448	9.3095051881311	3.85148948598131	3.66150720394987	4	"16.1.3.1"
"262636_at"	"At1g06670"	"DNA.unspecified"	0.674	9.999e-05	0.0664	15.041005144659	-5.79332695262976	-13.3753306374072	7	"28.99"
"262637_at"	"At1g06640"	"redox.ascorbate and glutathione"	0.5495	9.999e-05	0.7635	-4.90171964877011	2.6171768461921	-9.17218185333014	3	"21.2"
"262638_at"	"At1g06650"	"redox.ascorbate and glutathione"	0.3294	9.999e-05	0.7824	0.219969857394474	10.8493350918672	9.96809239369862	4	"21.2"
"262639_at"	"At1g62820"	"signalling.calcium"	0.1916	9.999e-05	0.4018	-1.4615303308382	-21.7766392916762	-3.303341586096	7	"30.3"
"262641_at"	"At1g62730"	"not assigned.unknown"	0.026	9.999e-05	0.4452	4.14560464809613	20.799891867011	10.9217434786232	7	"35.2"
"262645_at"	"At1g62750"	"protein.synthesis.elongation"	0.6796	9.999e-05	0.4908	5.40386266903678	-5.13217811310569	-5.15089944215782	4	"29.2.4"
"262647_at"	"At1g14020"	"hormone metabolism.auxin.induced-regulated-responsive-activated"	0.1274	2e-04	0.5963	-1.32819910539036	-14.2914644632343	-14.9589753686757	7	"17.2.3"
"262648_at"	"At1g14030"	"PS.calvin cyle.rubisco interacting"	0.0196	9.999e-05	0.0493	7.20275177813261	-24.8391270313244	-23.1175429166862	5	"1.3.13"
"262649_at"	"At1g14040"	"transport.phosphate"	0.3982	9.999e-05	0.2427	-8.09798666941525	19.6339664392403	6.45256824206701	7	"34.7"
"262650_at"	"At1g14090"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.3474	9.999e-05	0.408	-17.8931017913216	0.679916843257572	-0.935428831099789	7	"35.1.5"
"262653_at"	"At1g14130"	"misc.oxidases - copper, flavone etc."	0.4285	0.237	0.0075	-1.06031827438865	-28.7688143298222	22.8374923131696	3	"26.7"
"262656_at"	"At1g14200"	"protein.degradation.ubiquitin.E3.RING"	0.1227	9.999e-05	0.3137	-4.01240318966464	22.7786489148999	32.9387036504743	4	"29.5.11.4.2"
"262657_at"	"At1g14210"	"RNA.processing.ribonucleases"	0.001	0.1431	0.6964	17.1625731940155	26.7477475663425	30.2668993862055	6	"27.1.19"
"262660_at"	"At1g14000"	"protein.postranslational modification"	0.5002	9.999e-05	0.6243	-0.892898072866933	6.24557546077672	0.807059940623803	4	"29.4"
"262661_s_at"	"At1g14250"	"nucleotide metabolism.degradation"	0.1066	9.999e-05	0.4705	7.58438474389577	32.6283197344719	5.19896146023955	4	"23.2"
"262663_at"	"At1g13940"	"not assigned.unknown"	0.4089	9.999e-05	0.6922	-0.893198204650726	13.9436374056263	4.27688199650817	3	"35.2"
"262667_at"	"At1g62810"	"misc.oxidases - copper, flavone etc."	2e-04	9.999e-05	0.0055	-1.36109861614584	67.2516226430596	36.402858986715	2	"26.7"
"262668_at"	"At1g62830"	"misc.oxidases - copper, flavone etc."	0.5176	9.999e-05	0.8049	0	-1.77790862138481	-5.58353980501137	7	"26.7"
"262671_at"	"At1g76040"	"signalling.calcium"	0.0066	9.999e-05	0.5431	23.6517142647383	58.9375736329761	71.585862520806	4	"30.3"
"262672_at"	"At1g76050"	"protein.aa activation.pseudouridylate synthase"	0.233	1e-04	0.0127	16.1168872393166	-19.9377373696936	-9.04913379897571	5	"29.1.30"
"262673_at"	"At1g76060"	"not assigned.no ontology"	0.2123	5e-04	0.0113	-10.4162810092424	4.32168638674127	26.4659036488181	7	"35.1"
"262676_at"	"At1g75950"	"protein.degradation.ubiquitin.E3.SCF.SKP"	0.5718	0.0034	0.4596	0.696227595017907	-1.91066630198331	5.341470934916	7	"29.5.11.4.3.1"
"262677_at"	"At1g75860"	"not assigned.unknown"	0.1721	5e-04	0.195	-3.57289535620748	6.82212041660232	22.9004641083203	7	"35.2"
"262678_at"	"At1g75810"	"not assigned.unknown"	0.1239	9.999e-05	0.6454	5.3509434641052	18.7461386837692	5.35946475009286	4	"35.2"
"262682_at"	"At1g75900"	"development.unspecified"	0.101	9.999e-05	0.0258	-9.57857770467848	-20.8891949737926	10.621314824961	5	"33.99"
"262684_s_at"	"At1g76030"	"transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit B"	0.2896	9.999e-05	0.9859	-5.41541314218304	-4.18561991812491	-3.92312606295572	4	"34.1.1.1"
"262685_at"	"At1g76010"	"RNA.regulation of transcription.putative transcription regulator"	0.2129	0.0035	0.1299	1.68945073387431	-0.797794899301639	-11.7777926146504	5	"27.3.67"
"262686_at"	"At1g75990"	"protein.degradation.ubiquitin.proteasom"	0.0219	9.999e-05	0.0023	1.68944739935025	-3.46953914255822	22.7129337539432	7	"29.5.11.20"
"262691_at"	"At1g62740"	"stress"	0.3353	9.999e-05	0.9426	6.33549438693882	2.45523057244207	6.59667196314712	7	"20"
"262693_at"	"At1g62780"	"not assigned.unknown"	0.5273	2e-04	0.5426	6.44350789721419	-10.0922956278831	-8.55533746346737	4	"35.2"
"262694_at"	"At1g62790"	"misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein"	0.005	9.999e-05	0.3165	5.92240828783495	23.0561893258176	26.102355232867	3	"26.21"
"262695_at"	"At1g75850"	"protein.targeting.secretory pathway.vacuole"	0.4335	9.999e-05	0.5191	4.21545089277448	12.9443478974808	-3.38500027193126	2	"29.3.4.3"
"262698_at"	"At1g75960"	"lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"	0.5833	9e-04	0.8539	-13.2733780977545	-16.0334517465956	3.70580852927945	4	"11.1.8"
"262699_at"	"At1g75980"	"not assigned.unknown"	0.5104	9.999e-05	0.9256	-5.6551370302279	-3.51352008690905	-1.06925154091518	7	"35.2"
"262700_at"	"At1g76020"	"not assigned.unknown"	0.0292	9.999e-05	0.6906	-12.0534004841609	-5.11081122621005	-13.9307512189505	4	"35.2"
"262703_at"	"At1g16510"	"hormone metabolism.auxin.induced-regulated-responsive-activated"	0.0847	9.999e-05	0.1791	-9.07238370326748	42.4951210876063	93.2295713312806	3	"17.2.3"
"262705_at"	"At1g16260"	"signalling.receptor kinases.wall associated kinase"	0.5924	9.999e-05	0.3738	-9.40961483861255	9.68001644850832	12.9098525102084	4	"30.2.25"
"262706_at"	"At1g16280"	"DNA.synthesis/chromatin structure"	0.5371	9.999e-05	0.8686	7.32964431013958	-0.417179856056717	4.01274877484752	7	"28.1"
"262708_at"	"At1g16190"	"DNA.repair"	0.0458	9.999e-05	0.1775	0.542780412068316	-23.1590481779098	-9.21809839425803	7	"28.2"
"262709_at"	"At1g16240"	"cell.vesicle transport"	0.6236	9.999e-05	0.2089	-6.7503788142283	8.96470034220605	3.71410644184881	4	"31.4"
"262710_at"	"At1g16210"	"not assigned.unknown"	0.6539	3e-04	0.365	-1.92723767573584	-9.39994574507424	6.09285103063162	4	"35.2"
"262711_at"	"At1g16500"	"not assigned.unknown"	0.9474	9.999e-05	0.1939	-9.53239723783056	-5.30308730218444	15.3822000897948	4	"35.2"
"262712_at"	"At1g16460"	"amino acid metabolism.degradation.serine-glycine-cysteine group.cysteine"	0.971	9.999e-05	0.9918	-0.792183021514694	0.690516708656182	-0.41370980954595	3	"13.2.5.3"
"262713_at"	"At1g16520"	"not assigned.unknown"	0.2592	9.999e-05	0.07	4.26845009123577	-10.2339202482005	35.0477836042299	7	"35.2"
"262714_s_at"	"At1g16430"	"not assigned.no ontology"	0.635	9.999e-05	0.1041	2.53620738617155	-12.9664916079822	6.29043696205484	7	"35.1"
"262716_at"	"At1g16470"	"protein.degradation"	0.4931	9.999e-05	0.7976	-0.55691713481084	2.94180201826573	4.31256825821125	7	"29.5"
"262721_at"	"At1g43560"	"redox.thioredoxin"	0.3479	9.999e-05	0.2722	6.84050221988829	-7.74960437050185	-13.638937622418	4	"21.1"
"262722_at"	"At1g43620"	"lipid metabolism.''exotics'' (steroids, squalene etc).UDP-glucose:sterol glucosyltransferase"	0.6685	9.999e-05	0.8225	-0.439216291268134	5.81469334006117	0.21165247729604	4	"11.8.3"
"262725_at"	"At1g43580"	"not assigned.unknown"	0.1063	9.999e-05	0.0182	6.37146219467862	-4.9607963835186	-15.5610190497626	7	"35.2"
"262727_at"	"At1g75800"	"stress.biotic"	0.7353	9.999e-05	0.2786	-8.00423461638069	14.2520669931637	-10.8774873311762	4	"20.1"
"262728_at"	"At1g75820"	"signalling.receptor kinases.leucine rich repeat XI"	0.9422	9.999e-05	0.8901	4.10976983882736	-2.30828053802389	-3.172361490726	4	"30.2.11"
"262729_at"	"At1g75840"	"signalling.G-proteins"	0.3745	9.999e-05	0.7704	0.254165017085861	-9.2976637562887	-5.71102648028957	7	"30.5"
"262733_s_at"	"At1g28670"	"lipid metabolism.lipid degradation.lipases"	0.2179	0.0011	0.3951	-10.0973837602115	-1.95492499047223	-0.312605386217022	4	"11.9.2"
"262736_at"	"At1g28570"	"misc.GDSL-motif lipase"	0.8557	9.999e-05	0.8115	-5.62334011448659	2.84913627836721	8.452229204404	4	"26.28"
"262737_at"	"At1g28560"	"development.unspecified"	0.1849	0.0043	0.1064	12.8054216594388	-12.868202253042	-30.5290954982366	4	"33.99"
"262738_at"	"At1g28530"	"not assigned.unknown"	0.0116	9.999e-05	0.0133	11.1561443495465	-25.8832879995552	-26.7869930935706	7	"35.2"
"262741_at"	"At1g28760"	"not assigned.unknown"	0.4502	8e-04	0.8725	10.3310996532706	-0.03389717486497	10.359997988838	7	"35.2"
"262744_at"	"At1g28680"	"secondary metabolism.phenylpropanoids"	0.9033	9.999e-05	0.0562	-10.0516689958043	-4.70324001229812	18.7296293369161	7	"16.2"
"262745_at"	"At1g28600"	"misc.GDSL-motif lipase"	0.4072	9.999e-05	0.9153	4.23327284608081	1.69517440118847	7.17554946162256	4	"26.28"
"262746_at"	"At1g28960"	"nucleotide metabolism.salvage.NUDIX hydrolases"	0.7269	9.999e-05	0.8374	6.84063924808988	-3.66512772616007	4.91428587971508	4	"23.3.3"
"262747_at"	"At1g28540"	"not assigned.unknown"	0.2955	3e-04	0.164	-4.86947783079868	1.92441826453607	26.723120636574	3	"35.2"
"262748_at"	"At1g28610"	"misc.GDSL-motif lipase"	0.0046	0.0471	0.964	-20.0997441279667	-17.3675117428829	-20.8733420452895	3	"26.28"
"262749_at"	"At1g28580"	"misc.GDSL-motif lipase"	0.02	9.999e-05	0.0276	-9.07220616324656	34.163396595444	31.3959709709219	4	"26.28"
"262750_at"	"At1g28710"	"not assigned.unknown"	0.2397	5e-04	0.2844	-7.59828531706187	15.496738836215	33.1638707786975	5	"35.2"
"262751_at"	"At1g16310"	"transport.metal"	0.521	9.999e-05	0.3601	6.51485622899764	-2.50629919504091	-16.1874257224847	4	"34.12"
"262753_at"	"At1g16340"	"cell wall.precursor synthesis.KDO pathway.KDO-8-Phosphate Synthase"	0.0079	9.999e-05	0.5774	-7.28536341777386	-9.07220253547699	-15.0302692577035	5	"10.1.12.2"
"262754_at"	"At1g16350"	"nucleotide metabolism.synthesis.purine.IMP dehydrogenase"	0.0607	9.999e-05	0.0612	4.02173330786931	-27.4550557316856	-5.85454768768508	7	"23.1.2.30"
"262761_at"	"At1g10720"	"not assigned.no ontology.BSD domain-containing protein"	0.3767	4e-04	0.4398	0.814696372602429	16.5961682772562	-1.41977030144766	4	"35.1.8"
"262762_at"	"At1g10700"	"nucleotide metabolism.synthesis.PRS-PP"	0.1301	9.999e-05	0.3604	-1.49499884366327	-5.60178855938737	-18.7981712653371	4	"23.1.3"
"262766_at"	"At1g13160"	"not assigned.no ontology"	0.64	9.999e-05	0.4429	6.13775591841089	-3.96970178552642	-8.67875920084123	7	"35.1"
"262767_at"	"At1g13170"	"cell.vesicle transport"	0.215	9.999e-05	0.1234	6.10191710598562	-7.03940478058811	-13.1403507069452	7	"31.4"
"262768_at"	"At1g12990"	"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	0.1134	9.999e-05	0.7046	3.84556421655916	15.8357299324661	7.81199928787609	4	"26.8"
"262769_at"	"At1g13180"	"cell.organisation"	0.7281	9.999e-05	0.8124	-9.42542125061677	3.01105355015651	-1.7030449743918	7	"31.1"
"262772_at"	"At1g13210"	"transport.p- and v-ATPases"	4e-04	9.999e-05	0.3751	27.1852013868637	54.1691627147954	22.6297479132847	4	"34.1"
"262773_at"	"At1g13220"	"protein.degradation"	0.5252	9.999e-05	0.2665	10.7058355634349	-8.24817442571735	-13.0664146164304	7	"29.5"
"262775_at"	"At1g13000"	"not assigned.unknown"	9.999e-05	9.999e-05	0.1617	12.8810111722798	42.2383834621473	26.6160554498196	4	"35.2"
"262776_at"	"At1g13020"	"protein.synthesis.initiation"	0.7845	9.999e-05	0.2416	5.11883044204649	-6.3233179125071	3.96014156759367	5	"29.2.3"
"262777_at"	"At1g13030"	"not assigned.no ontology"	0.7201	9.999e-05	0.2148	0.135271518348579	-15.9011226106597	11.1469040952556	7	"35.1"
"262780_at"	"At1g13090"	"misc.cytochrome P450"	0.5836	9.999e-05	0.2699	-2.53948180403814	9.45749629477453	-15.4895010651093	4	"26.10"
"262781_s_at"	"At1g13060"	"protein.degradation.ubiquitin.proteasom"	0.3751	9.999e-05	0.1176	-2.65486554196884	-7.08116749519529	4.31257889927897	7	"29.5.11.20"
"262782_at"	"At1g13195"	"protein.degradation.ubiquitin.E3.RING"	0.0288	9.999e-05	0.9262	12.0622644794812	15.2096293965288	9.83750820709023	2	"29.5.11.4.2"
"262783_at"	"At1g10850"	"signalling.receptor kinases.leucine rich repeat III"	0.0816	9.999e-05	0.1663	3.86337299732035	-12.9274097896086	-24.2285405412362	7	"30.2.3"
"262784_at"	"At1g10760"	"major CHO metabolism.degradation.starch.glucan water dikinase"	0.0252	9.999e-05	0.5353	-3.24602076158508	-7.29056310563554	-10.5753221083017	4	"2.2.2.3"
"262786_at"	"At1g10740"	"not assigned.unknown"	0.0563	9.999e-05	0.1901	1.65489423725059	-10.7189378508971	-16.9779273742273	4	"35.2"
"262790_at"	"At1g10840"	"protein.synthesis.initiation"	0.7984	9.999e-05	0.0991	8.40678014432134	-8.04060231324343	2.56219259613044	7	"29.2.3"
"262791_at"	"At1g10830"	"transport.unspecified cations"	0.1538	9.999e-05	0.0113	14.3423965723381	-23.0893294419438	-7.49697023376186	4	"34.14"
"262793_at"	"At1g13110"	"misc.cytochrome P450"	0.0336	9.999e-05	0.0078	-14.1853128221473	29.9915615628175	33.9554517946703	4	"26.10"
"262794_at"	"At1g13120"	"development.unspecified"	0.5701	9.999e-05	0.3635	10.7431613691188	-5.28195264807015	2.64904575580931	7	"33.99"
"262796_at"	"At1g20850"	"protein.degradation.cysteine protease"	6e-04	9.999e-05	0.0324	-5.73500994146911	-20.6389078730359	-36.4992984128942	5	"29.5.3"
"262797_at"	"At1g20840"	"transporter.sugars"	0.0025	9.999e-05	9.999e-05	-0.82581803742564	5.10104188013017	-30.8337508162926	4	"34.2"
"262798_at"	"At1g20980"	"development.squamosa promoter binding like (SPL)"	0.1386	9.999e-05	0.5145	-0.270414276249936	11.3004943968909	10.9775515826535	4	"33.3"
"262800_at"	"At1g20960"	"DNA.synthesis/chromatin structure"	0.5229	9.999e-05	0.117	8.627114245975	-8.57853452231678	-5.88631279209499	7	"28.1"
"262801_at"	"At1g21010"	"not assigned.unknown"	0.1623	0.0044	0.0718	-11.8599487799294	-22.1288459357971	11.9024787668171	7	"35.2"
"262802_at"	"At1g20930"	"cell.division"	0.0993	9.999e-05	0.1172	4.30373171093946	-25.7496261593382	-6.53648694284261	7	"31.2"
"262803_at"	"At1g21000"	"RNA.regulation of transcription.unclassified"	0.0299	9.999e-05	0.2664	7.11199533243276	50.5598500662885	13.1393842644598	4	"27.3.99"
"262806_at"	"At1g20950"	"glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase"	0.1248	9.999e-05	0.0095	1.86164282860215	-17.2934295441073	3.78434747167263	7	"4.1.6"
"262809_at"	"At1g11720"	"major CHO metabolism.synthesis.starch.starch synthase"	0.0185	0.676	0.2468	-1.49485493039213	-15.0042333798453	-18.5504601668917	1	"2.1.2.2"
"262811_at"	"At1g11700"	"not assigned.unknown"	0.8445	9.999e-05	0.0811	-16.998924922332	25.5246991116085	-0.0423589761897304	4	"35.2"
"262813_at"	"At1g11670"	"transport.misc"	0.2154	9.999e-05	0.3672	-9.67058676453517	-28.7846481876333	4.0746058010512	7	"34.99"
"262814_at"	"At1g11660"	"stress.abiotic.heat"	0.4425	0.0088	0.4099	10.2755279719317	-1.82212930202637	0.721803251091822	5	"20.2.1"
"262816_at"	"At1g11780"	"DNA.unspecified"	0.3701	0.0137	0.836	-2.65493380458152	-0.550896803383232	-4.92549531968378	3	"28.99"
"262818_at"	"At1g11760"	"protein.glycosylation"	0.8055	0.0013	0.686	5.36822453098313	2.94199651228811	-4.34524034682907	7	"29.7"
"262820_at"	"At1g11680"	"hormone metabolism.brassinosteroid.synthesis-degradation.sterols.CYP51"	0.0224	9.999e-05	0.0076	5.86873195287944	-9.80785371846859	-12.5655300553969	1	"17.3.1.2.3"
"262821_at"	"At1g11800"	"DNA.synthesis/chromatin structure"	0.9098	9.999e-05	0.8471	-0.942943902828831	5.33847748328467	-2.34946274348865	3	"28.1"
"262822_at"	"At1g11630"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.5561	2e-04	0.8119	8.02163924357142	-0.461305870343326	2.21590049681781	7	"35.1.5"
"262823_at"	"At1g11750"	"protein.degradation.serine protease"	0.0237	2e-04	0.0134	8.77423871237949	-21.0141021295508	-13.9016186790573	5	"29.5.5"
"262825_at"	"At1g11790"	"amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase"	0.0504	9.999e-05	0.4722	-2.15932520206836	-12.335932292773	-14.6414730840331	5	"13.1.6.3.1"
"262826_at"	"At1g13080"	"misc.cytochrome P450"	0.6159	9.999e-05	0.2315	-12.5877168094725	8.03448794984787	18.8503872150396	4	"26.10"
"262827_at"	"At1g13100"	"misc.cytochrome P450"	0.7344	9.999e-05	0.0406	-18.3710731674782	-0.280881649474417	32.7597533735942	4	"26.10"
"262830_at"	"At1g14700"	"misc.acid and other phosphatases"	0.0013	9.999e-05	0.1493	-12.3946506671815	-28.1554668673392	-42.2601251077486	5	"26.13"
"262837_at"	"At1g14830"	"misc.dynamin"	0.5066	9.999e-05	0.4604	-5.70306022157241	-4.2288484520369	3.48627846448369	7	"26.17"
"262841_at"	"At1g14810"	"amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate semialdehyde dehydrogenase"	0.036	9.999e-05	0.0051	5.90455535516042	-23.8146832615592	-2.38261999886862	5	"13.1.3.6.1.2"
"262842_at"	"At1g14720"	"cell wall.modification"	0.6303	9.999e-05	0.7293	1.24299999999999	-1.37809865768249	4.63076575300411	7	"10.7"
"262844_at"	"At1g14890"	"misc.invertase/pectin methylesterase inhibitor family protein"	0.4709	5e-04	0.6473	-11.1255954320817	3.7815338247872	-6.26766198906621	4	"26.18"
"262845_at"	"At1g14740"	"not assigned.unknown"	0.0971	0.0033	0.5531	8.62743535400578	18.9611427473449	2.5792322443746	4	"35.2"
"262846_at"	"At1g14670"	"not assigned.no ontology"	0.3531	0.011	0.2489	-10.7038549731977	0.599773847955339	1.01194465755287	7	"35.1"
"262847_at"	"At1g14840"	"cell.organisation"	0.0114	9.999e-05	0.0013	9.21696974945398	-7.18583473797081	-41.9659391117499	5	"31.1"
"262848_at"	"At1g14685"	"RNA.regulation of transcription"	0.0348	9.999e-05	0.4685	-4.09371910287765	-3.77398803910813	-10.6659935654875	7	"27.3"
"262849_at"	"At1g14710"	"not assigned.no ontology.hydroxyproline rich proteins"	0.0663	9.999e-05	0.7053	-3.86618399458067	-12.395347106181	-10.9832265514978	7	"35.1.41"
"262850_at"	"At1g14920"	"hormone metabolism.gibberelin.induced-regulated-responsive-activated"	0.6365	9.999e-05	0.7943	-1.22772661209376	-5.7721784854102	1.16597883527672	5	"17.6.3"
"262851_at"	"At1g20920"	"RNA.processing.RNA helicase"	0.3507	9.999e-05	0.5878	11.1933878558753	0.169290872499117	1.97379639232173	7	"27.1.2"
"262852_at"	"At1g20910"	"RNA.regulation of transcription.AT-rich interaction domain containing transcription factor family"	0.5653	9.999e-05	0.2645	8.51686453130076	-26.1669654030778	5.056682055508	7	"27.3.38"
"262853_at"	"At1g20890"	"not assigned.unknown"	0.0031	2e-04	0.055	17.0834254776629	56.0228678301758	4.18962570609875	2	"35.2"
"262854_at"	"At1g20870"	"not assigned.unknown"	0.0757	2e-04	0.1097	-1.44512512800243	-6.53459816706298	-42.6499832420959	5	"35.2"
"262856_at"	"At1g14910"	"not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein"	0.4908	0.0539	0.0474	-12.5433002176656	25.2413548501507	2.02558157767997	6	"35.1.21"
"262859_at"	"At1g64790"	"protein.synthesis"	0.3779	9.999e-05	0.3899	4.02167725569152	-11.8399213427488	-3.97189059995076	7	"29.2"
"262860_at"	"At1g64810"	"protein.assembly and cofactor ligation"	0.7279	9.999e-05	0.9861	3.42535176597924	2.80267846398289	0.892592969023503	3	"29.8"
"262867_at"	"At1g64960"	"not assigned.unknown"	0.096	9.999e-05	0.2746	2.98828376217363	-16.2042444979687	-13.404615650318	7	"35.2"
"262868_at"	"At1g64980"	"not assigned.unknown"	0.1804	9.999e-05	0.3017	-12.4100189701623	-4.78908594843701	1.52606471362464	5	"35.2"
"262869_s_at"	"At4g27630"	"not assigned.unknown"	0.5942	0.0261	0.1542	-13.0595614543257	2.33993114183989	4.91417306101475	7	"35.2"
"262870_at"	"At1g64710"	"misc.alcohol dehydrogenases"	0.7331	0.0324	0.0177	-31.0033021516325	16.3071297989031	37.5627191864185	3	"26.11.1"
"262871_at"	"At1g65010"	"not assigned.no ontology"	0.249	9.999e-05	0.2352	-0.21978214917471	0.531654554855664	-17.4402887666792	5	"35.1"
"262873_at"	"At1g64700"	"not assigned.unknown"	0.3542	0.0046	0.3861	-4.22381872802218	5.69634811316925	21.4321487189405	4	"35.2"
"262874_at"	"At1g65020"	"not assigned.unknown"	0.96	6e-04	0.6533	-4.72436608982701	7.01544505690229	-1.16946886165852	7	"35.2"
"262875_at"	"At1g64970"	"secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol methyltransferase"	0.1235	9.999e-05	0.6294	-11.7406396536547	-7.68667159528966	-2.01846874671433	3	"16.1.3.5"
"262876_at"	"At1g64750"	"not assigned.no ontology"	0.0928	9.999e-05	0.0799	-2.42388683863397	4.20383203218005	14.6620830509976	7	"35.1"
"262877_at"	"At1g64850"	"signalling.calcium"	0.7894	9.999e-05	0.8734	2.17243409875019	2.29354042642775	-1.5531452585771	4	"30.3"
"262878_at"	"At1g64770"	"not assigned.unknown"	0.1347	9.999e-05	0.0754	9.10611383584358	-11.7404070630939	-19.7815567569562	4	"35.2"
"262879_at"	"At1g64860"	"RNA.transcription"	0.7403	9.999e-05	0.8085	-2.12625863287454	2.94181322536082	-6.36292074320514	4	"27.2"
"262880_at"	"At1g64880"	"protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S5"	0.3335	9.999e-05	0.0608	10.033288467515	-21.9001180168956	-0.800554002046598	7	"29.2.1.1.3.1.5"
"262881_at"	"At1g64890"	"transport.misc"	0.1474	6e-04	0.0628	-14.9224224027429	-11.6610910645153	8.87549990851348	7	"34.99"
"262882_at"	"At1g64900"	"misc.cytochrome P450"	0.1486	9.999e-05	0.9728	14.254677025302	21.7035272768515	17.1128897982405	4	"26.10"
"262883_at"	"At1g64780"	"transport.ammonium"	0.1926	9.999e-05	0.9824	-19.7547582058802	-19.9191185196681	-15.0738540796255	4	"34.5"
"262884_at"	"At1g64720"	"lipid metabolism.lipid transfer proteins etc"	0.2054	9.999e-05	0.6231	-2.3247598062038	-5.64452802883037	-14.627042736043	4	"11.6"
"262885_at"	"At1g64740"	"cell.organisation"	0.307	9.999e-05	0.9963	8.73751259122649	8.01042619554076	7.17554580450643	4	"31.1"
"262888_at"	"At1g14790"	"RNA.transcription"	0.0839	9.999e-05	0.009	-14.8364565541326	49.6789695660535	10.9962233276219	4	"27.2"
"262890_at"	"At1g14850"	"protein.targeting.nucleus"	0.0972	9.999e-05	0.1932	5.11885872975188	-21.9175335363523	-13.1702861259778	7	"29.3.1"
"262891_at"	"At1g79460"	"hormone metabolism.gibberelin.synthesis-degradation.ent-kaurene synthase"	0.0264	0.1201	0.2988	-20.5852207881539	-3.64366370301642	-33.7327368143568	1	"17.6.1.2"
"262892_at"	"At1g79440"	"TCA / org. transformation.other organic acid transformaitons.misc"	0.1501	9.999e-05	0.769	-1.41141213292884	-5.89966067374542	-4.28023488679951	4	"8.2.99"
"262896_at"	"At1g59820"	"transport.p- and v-ATPases"	0.067	5e-04	0.4225	2.53583432873134	10.7740395663948	21.843582102688	6	"34.1"
"262897_at"	"At1g59840"	"not assigned.unknown"	0.0165	9.999e-05	0.3439	-4.207171166362	-24.9069456259629	-19.209368140556	5	"35.2"
"262899_at"	"At1g59870"	"transport.ABC transporters and multidrug resistance systems"	0.0017	9.999e-05	0.8788	17.1034052737673	24.8178258163529	21.6790426137039	4	"34.16"
