"Probe_Set_ID"	"Transcript_ID_Array_Design_"	"Variance_Residual"	"SumVariance"	"SampleVariance"	"RSquare"	"F_T3_co2"	"F_T3_dev"	"F_T3_co2_dev"	"PrF_T3_co2"	"PrF_T3_dev"	"PrF_T3_co2_dev"	"Lsmean_co2_A"	"Lsmean_co2_E"	"Lsmean_dev_expanding"	"Lsmean_dev_fullexpand"	"Lsmean_dev_primordia"	"LinearLsmean_A_expanding"	"linearLsmean_A_fullexpand"	"linearLsmean_A_primordia"	"linearLsmean_E_expanding"	"linearLsmean_E_fullexpand"	"linearLsmean_E_primordia"	"percentage_A_PvX"	"percentage_A_PvE"	"percentage_A_EvX"	"percentage_E_PvX"	"percentage_E_PvE"	"percentage_E_EvX"	"neglog10pvalue_A_expanding_E_expanding"	"neglog10pvalue_A_fullexpand_E_fullexpand"	"neglog10pvalue_A_primordia_E_primordia"	"Cluster"	"Lsmean_A_expanding"	"Lsmean_A_fullexpand"	"Lsmean_A_primordia"	"Lsmean_E_expanding"	"Lsmean_E_fullexpand"	"Lsmean_E_primordia"	"BINCODE"	"NAME"	"BINCODE2"	"NAME2"	"BINCODE3"	"NAME3"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"
"266207_at"	"At2g27680"	0.013281	0.013281	0.243634	0.958466	4.88934	179.817	2.68003	0.0419	9.999e-05	0.0991	3.11126	3.0016	3.46818	3.291565	2.409546	11.87608	10.4002	5.224359	10.31287	9.21887	5.40329	127.3213	99.0714	-12.4273	90.86281	70.61589	-10.6081	1.337742	1.313288	0.252289	4	3.569987	3.37854	2.385254	3.366374	3.20459	2.433838	"3.5"	"minor CHO metabolism.others"	NA	NA	NA	NA	3.42493691570584	-13.1626765734148	-11.3587238706948
"266210_at"	"At2g27530"	0.012574	0.012574	0.278866	0.965647	0.27836	220.656	4.20859	0.605	9.999e-05	0.034	3.884264	3.858805	3.825602	3.306702	4.4823	15.30437	9.466283	22.22515	13.13489	10.34316	22.47858	-31.1394	-57.4073	-38.1465	-41.5671	-53.9866	-21.2543	1.546444	0.897816	0.076156	7	3.935872	3.242798	4.474121	3.715332	3.370605	4.490479	"29.2.1.2.2.510"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A"	NA	NA	NA	NA	1.14028476748189	-14.1755590070026	9.26316063020722
"266215_at"	"At2g06850"	0.043641	0.043641	0.1102	0.698273	5.36565	13.688	1.6846	0.0341	3e-04	0.2168	3.932875	3.724637	3.904053	4.057922	3.524292	15.19428	19.34713	12.11835	14.75007	14.33825	10.92426	25.38241	59.6516	27.33173	35.0213	31.25151	-2.792	0.094183	2.004892	0.486688	4	3.925456	4.274048	3.599121	3.88265	3.841797	3.449463	"10.7"	"cell wall.modification"	NA	NA	NA	NA	-9.85356917402121	-2.92353438267559	-25.8895246995291
"266216_at"	"At2g28810"	0.021849	0.021849	0.890028	0.981296	1.22612	405.485	13.5387	0.2845	9.999e-05	4e-04	-0.55058	-0.62101	0.000732	0.067688	-1.82581	1.009522	1.235883	0.255085	0.991572	0.888738	0.31194	295.759	384.4984	22.42261	217.8729	184.9068	-10.3708	0.079394	3.485506	1.871059	4	0.013672	0.305542	-1.97095	-0.01221	-0.17017	-1.68066	"27.3.8"	"RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family"	NA	NA	NA	NA	22.2886488817453	-1.77806922484107	-28.0888239420722
"266225_at"	"At2g28900"	0.008755	0.008755	0.093287	0.928495	6.16819	100.641	0.38809	0.0245	9.999e-05	0.6846	3.69047	3.590468	3.973714	3.678772	3.268921	16.562	13.1627	9.871183	14.90396	12.45938	9.412768	67.78131	33.34475	-20.5247	58.33772	32.36677	-16.4023	1.195666	0.604518	0.501406	4	4.049805	3.718384	3.303223	3.897624	3.63916	3.234619	"29.3.2"	"protein.targeting.mitochondria"	NA	NA	NA	NA	-4.64397225742852	-10.0111097693515	-5.34328063391249
"266228_at"	"At2g28910"	0.006079	0.006079	0.105946	0.956284	0.04168	169.492	5.29834	0.8408	9.999e-05	0.0172	2.478882	2.472032	2.47111	2.836487	2.118774	5.254506	7.356543	4.481753	5.850926	6.935236	4.209025	17.2422	64.14434	40.00448	39.00907	64.77062	18.53228	1.570476	0.846775	0.921173	4	2.393555	2.879028	2.164063	2.548665	2.793945	2.073486	"34.21"	"transport.calcium"	NA	NA	NA	NA	-6.08529742714515	11.3506388611984	-5.72696985527034
"266237_at"	"At2g29540"	0.02819	0.02819	1.151415	0.981347	0.67021	414.912	5.85969	0.425	9.999e-05	0.0123	-0.173	-0.23215	-0.81177	-1.00897	1.213013	0.643901	0.45414	2.386478	0.504022	0.543688	2.2519	-73.0188	-80.9703	-29.4704	-77.6179	-75.8565	7.869724	1.69375	1.357139	0.309152	7	-0.63509	-1.13879	1.254883	-0.98844	-0.87915	1.171143	"27.2"	"RNA.transcription"	NA	NA	NA	NA	-5.6391887962093	-21.7236811248934	19.718148588541
"266239_at"	"At2g29530"	0.009184	0.009184	0.388415	0.981984	3.32806	429.885	4.01239	0.0868	9.999e-05	0.0387	1.661879	1.737115	1.465251	1.138489	2.494751	2.789764	2.028805	5.597812	2.732759	2.388903	5.675073	-50.1633	-63.7572	-27.2768	-51.8463	-57.9053	-12.5827	0.149676	2.508383	0.111161	7	1.480143	1.02063	2.484863	1.450358	1.256348	2.504639	"29.3.2"	"protein.targeting.mitochondria"	NA	NA	NA	NA	1.38019997813431	-2.04336280775004	17.749266193646
"266259_at"	"At2g27830"	0.118958	0.118958	1.26474	0.928337	4.84347	101.161	0.08668	0.0428	9.999e-05	0.9174	-1.3273	-1.00065	-1.12882	0.044617	-2.40771	0.400088	0.912901	0.173282	0.522666	1.165301	0.204955	130.8891	426.8309	128.1749	155.0146	468.5641	122.9535	0.721577	0.774616	0.474348	4	-1.32161	-0.13147	-2.52881	-0.93604	0.220703	-2.28662	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	18.2782978035803	30.6377596928676	27.6481239477227
"266261_at"	"At2g27580"	0.026205	0.026205	0.078235	0.744795	17.2328	13.3601	1.22939	8e-04	4e-04	0.3187	-0.77882	-0.48964	-0.60929	-0.43842	-0.85498	0.592329	0.639214	0.522934	0.725451	0.851926	0.584526	13.27033	22.23606	7.915343	24.10919	45.74637	17.43399	1.378904	2.638759	0.74569	6	-0.75553	-0.64563	-0.9353	-0.46305	-0.2312	-0.77466	"27.3.99"	"RNA.regulation of transcription.unclassified"	NA	NA	NA	NA	11.7781593853144	22.4743343648547	33.2771184611101
"266266_at"	"At2g29560"	0.014755	0.014755	0.129938	0.91348	6.95102	80.8229	0.40166	0.018	9.999e-05	0.6758	0.478122	0.340305	0.344157	0.059021	0.824463	1.362224	1.086915	1.825338	1.182918	0.998476	1.718038	-25.3714	-40.4541	-20.2103	-31.1472	-41.8828	-15.5921	1.245605	0.761335	0.48942	7	0.445964	0.120239	0.868164	0.24235	-0.0022	0.780762	"4.1.14"	"glycolysis.cytosolic branch.enolase"	NA	NA	NA	NA	-5.87836334969194	-13.1627397549889	-8.136698821895
"266277_at"	"At2g29310"	0.059546	0.059546	0.321567	0.858915	7.98315	44.4987	0.08814	0.0122	9.999e-05	0.9161	0.497708	0.201009	0.723551	0.657532	-0.33301	1.81712	1.784261	0.868224	1.500506	1.394488	0.725899	109.2915	105.5069	-1.8083	106.7101	92.10512	-7.06545	0.733586	1.252099	0.81286	4	0.861654	0.835327	-0.20386	0.585449	0.479736	-0.46216	"26.8"	"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	NA	NA	NA	NA	-16.3926590372991	-17.4239455842212	-21.8450663888299
"266279_at"	"At2g29290"	0.081674	0.081674	0.371348	0.832427	10.6432	30.0207	4.09215	0.0049	9.999e-05	0.0367	1.701348	1.30013	1.989339	1.656433	0.856445	4.432473	4.227228	1.835561	3.556766	2.350804	1.785923	141.4779	130.2963	-4.63049	99.15559	31.6296	-33.9061	0.715742	3.15863	0.071965	4	2.148112	2.079712	0.876221	1.830566	1.233154	0.83667	"16.4.1"	"secondary metabolism.N misc.alkaloid-like"	"26.8"	"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	NA	NA	-2.70424137361821	-19.7566234470012	-44.3889943953816
"266295_at"	"At2g29550"	0.040105	0.040105	1.194683	0.974423	6.49992	299.402	2.36665	0.0214	9.999e-05	0.1258	1.5955	1.375787	1.250081	0.392273	2.814575	2.666669	1.489249	6.949335	2.121558	1.156657	7.121963	-61.627	-78.5699	-44.1532	-70.2111	-83.7593	-45.4808	1.216665	1.691416	0.093786	7	1.415039	0.574585	2.796875	1.085124	0.209961	2.832275	"31.1"	"cell.organisation"	NA	NA	NA	NA	2.48409380178104	-20.441644613561	-22.3328671028149
"266297_at"	"At2g29570"	0.009068	0.009068	1.363868	0.994934	2.67672	1561.89	8.65497	0.1213	9.999e-05	0.0028	1.007528	0.940484	0.317464	0.075134	2.529419	1.368076	0.999072	5.945413	1.135069	1.110809	5.606347	-76.9894	-83.1959	-26.9725	-79.7539	-80.1866	-2.1373	2.495616	1.428651	0.645142	7	0.452148	-0.00134	2.571777	0.18278	0.151611	2.487061	"27.3.67"	"RNA.regulation of transcription.putative transcription regulator"	NA	NA	NA	NA	-5.70298480526079	-17.031729231417	11.1840788251497
"266300_at"	"At2g01420"	0.015658	0.015658	0.078032	0.847114	9.00394	37.0829	1.95302	0.0085	9.999e-05	0.1742	2.057658	1.896077	2.279053	1.954407	1.697144	4.903952	4.293556	3.426783	4.803746	3.498268	3.068284	43.10658	25.29406	-12.447	56.56134	14.01384	-27.1762	0.111037	2.381568	1.043573	4	2.293945	2.102173	1.776855	2.26416	1.806641	1.617432	"17.2.2"	"hormone metabolism.auxin.signal transduction"	NA	NA	NA	NA	-10.4616779060711	-2.04337236579803	-18.5228281638809
"266303_at"	"At2g27060"	0.019969	0.019969	0.075896	0.799537	11.6349	18.8328	7.95895	0.0036	9.999e-05	0.004	-0.68787	-0.89529	-0.53117	-0.84833	-0.99524	0.786392	0.633291	0.480344	0.608926	0.487137	0.523906	63.71426	31.84108	-19.4688	16.22819	-7.01822	-20.0007	2.251665	2.79268	0.641951	5	-0.34668	-0.65906	-1.05786	-0.71566	-1.0376	-0.93262	"30.2.3"	"signalling.receptor kinases.leucine rich repeat III"	NA	NA	NA	NA	9.06891727595223	-22.5671166542895	-23.0784899832778
"266311_at"	"At2g27130"	0.021639	0.021639	0.039907	0.586867	6.2554	4.05487	3.89607	0.0236	0.0376	0.0418	-0.15496	-0.31329	-0.18009	-0.16534	-0.35693	0.912875	1.020256	0.777923	0.853415	0.77937	0.783736	17.34774	31.1512	11.76287	8.890644	-0.55712	-8.67638	0.366147	2.744174	0.036671	4	-0.13151	0.028931	-0.3623	-0.22868	-0.35962	-0.35156	"26.21"	"misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein"	NA	NA	NA	NA	0.747246192746577	-6.51348760783239	-23.6103487752094
"266324_at"	"At2g46710"	0.036522	0.036522	0.118504	0.765188	4.88631	20.6529	2.57057	0.042	9.999e-05	0.1076	0.732951	0.551161	0.903402	0.282532	0.740234	1.898428	1.41601	1.707892	1.842927	1.044804	1.633823	11.15617	-17.0902	-25.4115	12.79843	-36.0516	-43.3074	0.103837	2.295266	0.192222	5	0.924805	0.501831	0.772217	0.881999	0.063232	0.708252	"30.5"	"signalling.G-proteins"	NA	NA	NA	NA	-4.3368667339621	-2.92352409467201	-26.2149278606789
"266334_at"	"At2g32380"	0.011524	0.011524	0.21051	0.95829	7.5893	173.624	6.29811	0.0141	9.999e-05	0.0096	0.03224	0.159505	0.008382	-0.35577	0.63501	0.963235	0.699667	1.586685	1.0503	0.872792	1.519929	-39.2926	-55.9039	-27.3628	-30.8981	-42.5768	-16.9007	0.760482	3.170297	0.370624	7	-0.05404	-0.51526	0.666016	0.070801	-0.19629	0.604004	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-4.20726231104471	9.03881192024792	24.743913890465
"266340_at"	"At2g01480"	0.039802	0.039802	0.054289	0.44141	0.77684	0.1123	6.05996	0.3912	0.8945	0.011	-2.3557	-2.43137	-2.38501	-2.42047	-2.37512	0.21963	0.197114	0.172259	0.166874	0.177016	0.215702	27.50024	14.42878	-10.2521	-22.6368	-17.9349	6.077597	1.567376	0.541077	1.452889	1	-2.18685	-2.3429	-2.53735	-2.58317	-2.49805	-2.21289	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	25.2195821408461	-24.0203979419934	-10.1961301581826
"266342_at"	"At2g01540"	0.122024	0.122024	0.656966	0.858484	6.09195	45.2722	0.24218	0.0252	9.999e-05	0.7877	-1.05869	-0.68766	-0.88826	-0.03473	-1.69653	0.465802	0.833602	0.284938	0.626628	1.143229	0.334067	63.475	192.5554	78.96035	87.57532	242.2155	82.44163	0.815238	1.07752	0.435753	4	-1.10221	-0.26257	-1.81128	-0.67432	0.193115	-1.58179	"35.1.19"	"not assigned.no ontology.C2 domain-containing protein"	NA	NA	NA	NA	17.2419965045027	34.5266873049064	37.1432650113603
"266363_at"	"At2g41250"	0.074349	0.074349	0.163347	0.653211	7.3757	8.27956	3.46859	0.0153	0.0034	0.0561	-1.31346	-0.99479	-1.30168	-0.82819	-1.33252	0.3378	0.468185	0.411855	0.487137	0.677588	0.382823	-17.981	13.67697	38.59834	27.24862	76.99762	39.09591	1.514915	1.861059	0.22774	6	-1.56576	-1.09485	-1.27979	-1.0376	-0.56152	-1.38525	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-7.0490828082699	44.208703374778	44.7265504020846
"266371_at"	"At2g41410"	0.242044	0.242044	0.719131	0.743559	9.1417	17.0897	1.5887	0.0081	1e-04	0.2348	1.513441	2.153564	1.891683	2.522034	1.086792	2.866333	4.035695	2.011541	4.803746	8.175177	2.242772	42.49438	100.627	40.79645	114.1879	264.5122	70.18336	1.085175	2.006085	0.181864	6	1.519206	2.012817	1.008301	2.26416	3.03125	1.165283	"30.3"	"signalling.calcium"	NA	NA	NA	NA	11.4952168511604	67.5920418178907	102.571725563998
"266372_at"	"At2g41310"	0.023733	0.023733	0.247791	0.927026	5.458	96.1838	2.50883	0.0328	9.999e-05	0.1128	-0.45002	-0.6049	-0.12345	-0.29913	-1.15979	0.952863	0.916616	0.449132	0.884387	0.720635	0.446029	112.1567	104.0864	-3.80392	98.28011	61.56671	-18.5159	0.392535	2.240638	0.032486	4	-0.06966	-0.12561	-1.15479	-0.17725	-0.47266	-1.16479	"27.3.5"	"RNA.regulation of transcription.ARR"	NA	NA	NA	NA	-0.690888202132105	-7.18634263267647	-21.3809272367054
"266400_at"	"At2g38660"	0.050699	0.050699	0.403334	0.90423	13.2428	66.8784	2.58168	0.0022	9.999e-05	0.1067	-0.70425	-1.05686	-0.77173	-1.58038	-0.28955	0.708864	0.340258	0.958573	0.48396	0.328629	0.698305	-26.0501	-64.5037	-51.9995	-30.6951	-52.9391	-32.0959	2.067112	0.121049	1.954723	7	-0.49642	-1.5553	-0.06104	-1.04704	-1.60547	-0.51807	"25.5"	"C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase"	NA	NA	NA	NA	-27.1516097365563	-31.727383531961	-3.41770068595007
"266411_at"	"At2g38730"	0.01749	0.01749	0.336565	0.960406	6.13025	189.843	1.64873	0.0248	9.999e-05	0.2233	-0.06441	-0.20532	-0.36743	-0.63654	0.599365	0.856408	0.666497	1.532326	0.701624	0.620826	1.497969	-44.1106	-56.5042	-22.1753	-53.1617	-58.5555	-11.5159	1.769581	0.53813	0.136067	7	-0.22363	-0.58533	0.615723	-0.51123	-0.68774	0.583008	"31.3.1"	"cell.cycle.peptidylprolyl isomerase"	NA	NA	NA	NA	-2.24214690607612	-18.0736284574642	-6.85239393425627
"266414_at"	"At2g38700"	0.009876	0.009876	0.040602	0.814673	19.331	22.7835	1.56759	5e-04	9.999e-05	0.2389	0.432495	0.244466	0.535889	0.174866	0.304688	1.49493	1.243225	1.322548	1.4061	1.025015	1.15353	13.03409	-5.99776	-16.8373	21.89543	-11.141	-27.1023	0.534307	2.95194	1.897829	5	0.580078	0.314087	0.40332	0.491699	0.035645	0.206055	"16.1.2.6"	"secondary metabolism.isoprenoids.mevalonate pathway.mevalonate diphosphate decarboxylase"	NA	NA	NA	NA	-12.7797251971195	-5.94208424474726	-17.5519314685596
"266457_at"	"At2g22780"	0.019192	0.019192	0.201805	0.927541	9.81884	96.2192	1.91076	0.0064	9.999e-05	0.1802	0.779066	0.965875	0.861735	1.358215	0.397461	1.614493	2.416755	1.295085	2.045408	2.719533	1.339668	24.66306	86.6097	49.69126	52.68031	103.0006	32.95795	2.087381	0.994165	0.204156	4	0.691081	1.273071	0.373047	1.032389	1.443359	0.421875	"6.3"	"gluconeogenesis.Malate DH"	NA	NA	NA	NA	3.4424767486304	26.6904223183377	12.5282868970996
"266458_at"	"At2g47710"	0.014284	0.014284	0.670986	0.983781	1.74e-06	481.51	3.7057	0.999	9.999e-05	0.0476	2.844822	2.844754	3.074951	3.639221	1.82019	8.074349	12.16457	3.775072	8.794222	12.7624	3.303229	113.886	222.2343	50.65703	166.2311	286.3614	45.12258	0.648159	0.371799	1.435283	4	3.013346	3.604614	1.916504	3.136556	3.673828	1.723877	"20.2.99"	"stress.abiotic.unspecified"	NA	NA	NA	NA	-12.4989139279993	8.91555467815424	4.91451814572977
"266460_at"	"At2g47930"	0.032922	0.032922	0.38515	0.934873	9.18714	99.5217	9.75198	0.0079	9.999e-05	0.0017	0.976413	0.739746	1.284261	1.190979	0.098999	2.436535	2.920107	1.070577	2.434611	1.785017	1.071483	127.5908	172.76	19.84668	127.2188	66.59314	-26.6816	0.002631	4.343946	0.003258	4	1.284831	1.546021	0.098389	1.283691	0.835938	0.099609	"10.5.1"	"cell wall.cell wall proteins.AGPs"	NA	NA	NA	NA	0.0846272617476439	-0.0789645952141159	-38.8715208038609
"266461_at"	"At2g47730"	0.012139	0.012139	0.201652	0.954133	9.33233	159.107	2.18116	0.0076	9.999e-05	0.1453	2.926364	3.071208	3.584066	2.882874	2.529419	11.65311	6.693673	5.632018	12.34186	8.128274	5.918313	106.9082	18.85034	-42.5589	108.5368	37.34106	-34.1406	0.430883	2.616171	0.429265	4	3.542643	2.742798	2.493652	3.625488	3.022949	2.565186	"26.9"	"misc.glutathione S transferases"	NA	NA	NA	NA	5.08334667964484	5.91043935910672	21.432194252692
"266472_at"	"At2g31150"	0.055596	0.055596	0.198727	0.78685	3.77916	22.7687	4.34058	0.0697	9.999e-05	0.0312	-1.22595	-1.4232	-1.08634	-1.79498	-1.09241	0.460056	0.355805	0.477347	0.482109	0.233401	0.460758	-3.62239	-25.4619	-22.6604	4.633875	-49.3442	-51.5876	0.136512	2.664281	0.11718	5	-1.12012	-1.49084	-1.06689	-1.05257	-2.09912	-1.11792	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-3.47524966114797	4.79354687255464	-34.4019898539931
"266474_at"	"At2g31110"	0.011467	0.011467	1.051862	0.991694	23.7401	943.075	0.01415	2e-04	9.999e-05	0.986	-1.8552	-1.63067	-1.14982	-0.97369	-3.10529	0.416576	0.472724	0.107223	0.487576	0.548491	0.125934	288.5122	340.8782	13.47858	287.1681	335.5384	12.49337	1.710724	1.92054	2.130283	4	-1.26335	-1.08093	-3.22131	-1.0363	-0.86646	-2.98926	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	17.4505469908508	17.0437087110155	16.0277455767001
"266482_at"	"At2g47640"	0.005851	0.005851	0.406521	0.989033	5.74468	713.097	4.48075	0.0291	9.999e-05	0.0285	1.531535	1.610433	1.303467	1.013611	2.395874	2.515866	1.889294	5.08308	2.421463	2.157522	5.449202	-50.5051	-62.8317	-24.9048	-55.563	-60.4067	-10.9001	0.40883	2.565737	1.085643	7	1.331055	0.917847	2.345703	1.275879	1.109375	2.446045	"27.1"	"RNA.processing"	NA	NA	NA	NA	7.2027589571677	-3.75230636289849	14.1972609874376
"266483_at"	"At2g47910"	0.039148	0.039148	0.479822	0.937838	1.12996	115.544	4.68763	0.3036	9.999e-05	0.025	1.998901	1.908393	2.519938	2.277649	1.063354	6.131377	5.439526	1.914559	5.365323	4.32235	2.281048	220.2501	184.1138	-11.2838	135.213	89.48964	-19.4391	0.600854	1.513456	1.046971	4	2.616211	2.443481	0.937012	2.423665	2.111816	1.189697	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	19.1422149957249	-12.4939960468913	-20.538113063528
"266509_at"	"At2g47940"	0.02498	0.02498	0.316242	0.939817	11.9532	115.136	4.17228	0.0032	9.999e-05	0.0348	2.825453	2.590305	3.063883	1.999084	3.060669	9.396321	4.589586	8.258604	7.4419	3.481732	8.429453	13.77614	-44.4266	-51.1555	-11.7155	-58.6956	-53.2145	1.719693	2.588972	0.099687	5	3.232096	2.198364	3.045898	2.895671	1.799805	3.075439	"29.5.5"	"protein.degradation.serine protease"	NA	NA	NA	NA	2.06873946250481	-20.7998534745673	-24.1384299150294
"266510_at"	"At2g47990"	0.061021	0.061021	1.178905	0.960563	2.358	189.339	4.87303	0.1442	9.999e-05	0.0222	-0.72069	-0.88392	-1.23462	-1.7392	0.566895	0.530929	0.300767	1.399216	0.340133	0.298309	1.568266	-62.0553	-78.5046	-43.3507	-78.3115	-80.9784	-12.2963	2.239949	0.023745	0.44349	7	-0.91341	-1.73328	0.484619	-1.55583	-1.74512	0.64917	"27.1"	"RNA.processing"	"33.99"	"development.unspecified"	NA	NA	12.0817657888417	-35.9362551301586	-0.817243913062276
"266532_at"	"At2g16890"	0.083388	0.083388	0.516442	0.876979	5.377	51.1277	3.03658	0.034	9.999e-05	0.0762	-2.49052	-2.20237	-1.7408	-2.09442	-3.2041	0.277656	0.185276	0.109525	0.322422	0.295947	0.107505	153.5095	69.1637	-33.2713	199.9142	175.2877	-8.2112	0.427187	2.353128	0.047206	4	-1.84863	-2.43225	-3.19067	-1.63298	-1.75659	-3.21753	"26.2"	"misc.UDP glucosyl and glucoronyl transferases"	NA	NA	NA	NA	-1.84432777904587	16.1228282479039	59.7330469137935
"266533_s_at"	"At2g16850"	0.037746	0.037746	0.264165	0.891134	9.15322	56.9974	3.60811	0.008	9.999e-05	0.0509	4.584947	4.332004	4.650146	3.866272	4.859009	26.80566	17.59192	29.31435	23.52018	12.08967	28.72992	-8.55786	-39.9887	-34.3724	-18.1335	-57.9196	-48.5987	0.59908	2.930608	0.078218	5	4.744466	4.136841	4.873535	4.555827	3.595703	4.844482	"34.19.1"	"transport.Major Intrinsic Proteins.PIP"	NA	NA	NA	NA	-1.99366521857043	-12.2566651968278	-31.2771431429884
"266541_at"	"At2g35110"	0.01687	0.01687	0.030957	0.584796	1.68859	6.26429	4.56816	0.2122	0.0098	0.0269	-0.78221	-0.85484	-0.67244	-0.90228	-0.88086	0.696971	0.513331	0.549515	0.56485	0.557665	0.536649	26.83386	-6.58475	-26.3483	5.25509	3.916158	-1.27208	1.944528	0.674453	0.145899	5	-0.52083	-0.96204	-0.86377	-0.82406	-0.84253	-0.89795	"33.99"	"development.unspecified"	"31.2"	"cell.division"	NA	NA	-2.34133736112753	-18.9564558640173	8.63653276346061
"266553_at"	"At2g46170"	0.010046	0.010046	0.090822	0.915723	3.2139	75.6086	9.58825	0.0919	9.999e-05	0.0018	1.009942	1.087267	0.742432	1.00824	1.395142	1.642047	1.807969	2.751009	1.704523	2.237843	2.514588	-40.3111	-34.2798	10.10462	-32.2146	-11.0056	31.28854	0.284242	3.297183	1.065119	7	0.715495	0.85437	1.459961	0.769368	1.162109	1.330322	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-8.5939740655156	3.80476320105332	23.7766244885836
"266556_at"	"At2g46230"	0.007536	0.007536	0.296112	0.98061	0.09191	398.673	5.632	0.7657	9.999e-05	0.0141	2.281942	2.293267	2.022542	1.843567	2.996704	4.306289	3.418966	7.812693	3.833438	3.767412	8.154452	-44.8809	-56.2383	-20.6053	-52.9896	-53.7993	-1.72237	1.510757	1.436677	0.482449	7	2.106445	1.77356	2.96582	1.938639	1.913574	3.027588	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	4.37440713464613	-10.9804753001947	10.1915608403242
"266581_at"	"At2g46140"	0.053004	0.053004	0.695725	0.941954	0.75597	123.027	6.26081	0.3974	9.999e-05	0.0098	-0.91505	-0.82891	-1.01945	-1.69366	0.097168	0.507616	0.254977	1.152359	0.479396	0.37481	0.99292	-55.9498	-77.8735	-49.7697	-51.7186	-62.2518	-21.8163	0.176172	2.449372	0.687191	7	-0.97819	-1.97156	0.20459	-1.06071	-1.41577	-0.01025	"33.2"	"development.late embryogenesis abundant"	NA	NA	NA	NA	-13.8358792702621	-5.55932043119208	46.9975723300533
"266582_at"	"At2g46090"	0.005186	0.005186	0.078278	0.949524	22.5217	135.454	5.07256	2e-04	9.999e-05	0.0197	1.320679	1.173611	1.34904	0.910828	1.481567	2.784733	1.992737	2.808395	2.330339	1.773875	2.776734	-0.84256	-29.0436	-28.4407	-16.0763	-36.1165	-23.8791	3.323137	2.34146	0.12367	5	1.477539	0.994751	1.489746	1.22054	0.826904	1.473389	"11.3"	"lipid metabolism.Phospholipid synthesis"	NA	NA	NA	NA	-1.1273699034502	-16.3173273703439	-10.9829847089706
"266588_at"	"At2g14890"	0.068693	0.068693	0.777135	0.932653	8.3278	104.66	2.03178	0.0108	9.999e-05	0.1636	2.507202	2.181722	2.502686	1.3255	3.2052	6.481326	3.03703	9.335039	4.955676	2.068149	9.11185	-30.5699	-67.4663	-53.1418	-45.6128	-77.3026	-58.2671	1.049558	2.063502	0.069078	7	2.696289	1.602661	3.222656	2.309082	1.04834	3.187744	"10.5.1"	"cell wall.cell wall proteins.AGPs"	NA	NA	NA	NA	-2.39087378210203	-23.5391646709331	-31.9022531881476
"266589_at"	"At2g46250"	0.061748	0.061748	0.24914	0.811167	0.77822	29.6562	4.34334	0.3907	9.999e-05	0.0311	-0.85003	-0.94436	-0.58569	-0.64142	-1.46448	0.698228	0.746389	0.32763	0.635886	0.550632	0.400788	113.1147	127.8146	6.89764	58.65907	37.38743	-13.4071	0.287766	1.623581	0.930196	4	-0.51823	-0.422	-1.60986	-0.65316	-0.86084	-1.31909	"31.1"	"cell.organisation"	NA	NA	NA	NA	22.3294570094314	-8.9286021185057	-26.2272086003411
"266604_at"	"At2g46030"	0.016179	0.016179	0.4493	0.972565	7.2484	275.48	3.6675	0.016	9.999e-05	0.0489	0.427965	0.280599	0.504801	1.016052	-0.45801	1.413576	2.280084	0.755477	1.424301	1.793799	0.701507	87.1103	201.8072	61.29906	103.0344	155.7064	25.94239	0.037309	2.847069	0.59892	4	0.499349	1.189087	-0.40454	0.510254	0.843018	-0.51147	"29.5.11.3"	"protein.degradation.ubiquitin.E2"	NA	NA	NA	NA	-7.14383098360373	0.758714069848391	-21.327503723547
"266617_at"	"At2g29670"	0.03451	0.03451	0.605035	0.956543	21.1019	162.477	3.91598	3e-04	9.999e-05	0.0413	-0.0321	0.335124	0.52124	0.752136	-0.81885	1.177991	1.430218	0.555216	1.748541	1.983484	0.578817	112.1681	157.5969	21.41166	202.0887	242.6788	13.43651	2.763727	2.612338	0.184645	4	0.236328	0.516235	-0.84888	0.806152	0.988037	-0.78882	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	4.25077807555978	48.4341561183405	38.6840327838134
